I0125 15:54:27.518444   59701 feature_gate.go:226] feature gates: &{map[MountContainers:false APIResponseCompression:false DynamicAuditing:false RunAsGroup:false DebugContainers:false KubeletPodResources:false ServiceNodeExclusion:false ValidateProxyRedirects:false CSIDriverRegistry:false VolumeSubpathEnvExpansion:false ProcMountType:false RuntimeClass:false TTLAfterFinished:false HyperVContainer:false CustomResourceWebhookConversion:false BoundServiceAccountTokenVolume:false CSIBlockVolume:false CustomCPUCFSQuotaPeriod:false VolumeSnapshotDataSource:false ExperimentalCriticalPodAnnotation:false CSINodeInfo:false AllAlpha:false Initializers:false BalanceAttachedNodeVolumes:false SCTPSupport:false ExpandInUsePersistentVolumes:false QOSReserved:false ResourceLimitsPriorityFunction:false]}
I0125 15:54:27.518583   59701 flags.go:33] FLAG: --default-unreachable-toleration-seconds="300"
I0125 15:54:27.518585   59701 flags.go:33] FLAG: --docker="unix:///var/run/docker.sock"
I0125 15:54:27.518588   59701 flags.go:33] FLAG: --docker-env-metadata-whitelist=""
I0125 15:54:27.518590   59701 flags.go:33] FLAG: --docker-only="false"
I0125 15:54:27.518592   59701 flags.go:33] FLAG: --docker-root="/var/lib/docker"
I0125 15:54:27.518594   59701 flags.go:33] FLAG: --docker-tls="false"
I0125 15:54:27.518596   59701 flags.go:33] FLAG: --docker-tls-ca="ca.pem"
I0125 15:54:27.518598   59701 flags.go:33] FLAG: --docker-tls-cert="cert.pem"
I0125 15:54:27.518600   59701 flags.go:33] FLAG: --docker-tls-key="key.pem"
I0125 15:54:27.518602   59701 flags.go:33] FLAG: --enable-load-reader="false"
I0125 15:54:27.518605   59701 flags.go:33] FLAG: --event-storage-age-limit="default=0"
I0125 15:54:27.518607   59701 flags.go:33] FLAG: --event-storage-event-limit="default=0"
I0125 15:54:27.518609   59701 flags.go:33] FLAG: --failure-domains="kubernetes.io/hostname,failure-domain.beta.kubernetes.io/zone,failure-domain.beta.kubernetes.io/region"
I0125 15:54:27.518613   59701 flags.go:33] FLAG: --feature-gates="APIResponseCompression=false,AllAlpha=false,BalanceAttachedNodeVolumes=false,BoundServiceAccountTokenVolume=false,CSIBlockVolume=false,CSIDriverRegistry=false,CSINodeInfo=false,CustomCPUCFSQuotaPeriod=false,CustomResourceWebhookConversion=false,DebugContainers=false,DynamicAuditing=false,ExpandInUsePersistentVolumes=false,ExperimentalCriticalPodAnnotation=false,HyperVContainer=false,Initializers=false,KubeletPodResources=false,MountContainers=false,ProcMountType=false,QOSReserved=false,ResourceLimitsPriorityFunction=false,RunAsGroup=false,RuntimeClass=false,SCTPSupport=false,ServiceNodeExclusion=false,TTLAfterFinished=false,ValidateProxyRedirects=false,VolumeSnapshotDataSource=false,VolumeSubpathEnvExpansion=false"
I0125 15:54:27.518643   59701 flags.go:33] FLAG: --global-housekeeping-interval="1m0s"
I0125 15:54:27.518647   59701 flags.go:33] FLAG: --hard-pod-affinity-symmetric-weight="1"
I0125 15:54:27.518650   59701 flags.go:33] FLAG: --help="false"
I0125 15:54:27.518653   59701 flags.go:33] FLAG: --housekeeping-interval="10s"
I0125 15:54:27.518655   59701 flags.go:33] FLAG: --http2-max-streams-per-connection="0"
I0125 15:54:27.518658   59701 flags.go:33] FLAG: --kube-api-burst="100"
I0125 15:54:27.518660   59701 flags.go:33] FLAG: --kube-api-content-type="application/vnd.kubernetes.protobuf"
I0125 15:54:27.518663   59701 flags.go:33] FLAG: --kube-api-qps="50"
I0125 15:54:27.518666   59701 flags.go:33] FLAG: --kubeconfig="/var/run/kubernetes/scheduler.kubeconfig"
I0125 15:54:27.518669   59701 flags.go:33] FLAG: --leader-elect="false"
I0125 15:54:27.518671   59701 flags.go:33] FLAG: --leader-elect-lease-duration="15s"
I0125 15:54:27.518673   59701 flags.go:33] FLAG: --leader-elect-renew-deadline="10s"
I0125 15:54:27.518675   59701 flags.go:33] FLAG: --leader-elect-resource-lock="endpoints"
I0125 15:54:27.518677   59701 flags.go:33] FLAG: --leader-elect-retry-period="2s"
I0125 15:54:27.518680   59701 flags.go:33] FLAG: --lock-object-name="kube-scheduler"
I0125 15:54:27.518682   59701 flags.go:33] FLAG: --lock-object-namespace="kube-system"
I0125 15:54:27.518684   59701 flags.go:33] FLAG: --log-backtrace-at=":0"
I0125 15:54:27.518687   59701 flags.go:33] FLAG: --log-cadvisor-usage="false"
I0125 15:54:27.518689   59701 flags.go:33] FLAG: --log-dir=""
I0125 15:54:27.518691   59701 flags.go:33] FLAG: --log-file=""
I0125 15:54:27.518693   59701 flags.go:33] FLAG: --log-flush-frequency="5s"
I0125 15:54:27.518695   59701 flags.go:33] FLAG: --logtostderr="true"
I0125 15:54:27.518697   59701 flags.go:33] FLAG: --machine-id-file="/etc/machine-id,/var/lib/dbus/machine-id"
I0125 15:54:27.518700   59701 flags.go:33] FLAG: --master="https://localhost:6443"
I0125 15:54:27.518702   59701 flags.go:33] FLAG: --mesos-agent="127.0.0.1:5051"
I0125 15:54:27.518705   59701 flags.go:33] FLAG: --mesos-agent-timeout="10s"
I0125 15:54:27.518707   59701 flags.go:33] FLAG: --policy-config-file=""
I0125 15:54:27.518709   59701 flags.go:33] FLAG: --policy-configmap=""
I0125 15:54:27.518711   59701 flags.go:33] FLAG: --policy-configmap-namespace="kube-system"
I0125 15:54:27.518713   59701 flags.go:33] FLAG: --port="10251"
I0125 15:54:27.518716   59701 flags.go:33] FLAG: --profiling="false"
I0125 15:54:27.518718   59701 flags.go:33] FLAG: --requestheader-allowed-names="[]"
I0125 15:54:27.518721   59701 flags.go:33] FLAG: --requestheader-client-ca-file=""
I0125 15:54:27.518723   59701 flags.go:33] FLAG: --requestheader-extra-headers-prefix="[x-remote-extra-]"
I0125 15:54:27.518727   59701 flags.go:33] FLAG: --requestheader-group-headers="[x-remote-group]"
I0125 15:54:27.518730   59701 flags.go:33] FLAG: --requestheader-username-headers="[x-remote-user]"
I0125 15:54:27.518732   59701 flags.go:33] FLAG: --scheduler-name="default-scheduler"
I0125 15:54:27.518735   59701 flags.go:33] FLAG: --secure-port="10259"
I0125 15:54:27.518737   59701 flags.go:33] FLAG: --skip-headers="false"
I0125 15:54:27.518739   59701 flags.go:33] FLAG: --stderrthreshold="2"
I0125 15:54:27.518741   59701 flags.go:33] FLAG: --storage-driver-buffer-duration="1m0s"
I0125 15:54:27.518744   59701 flags.go:33] FLAG: --storage-driver-db="cadvisor"
I0125 15:54:27.518746   59701 flags.go:33] FLAG: --storage-driver-host="localhost:8086"
I0125 15:54:27.518750   59701 flags.go:33] FLAG: --storage-driver-password="root"
I0125 15:54:27.518752   59701 flags.go:33] FLAG: --storage-driver-secure="false"
I0125 15:54:27.518754   59701 flags.go:33] FLAG: --storage-driver-table="stats"
I0125 15:54:27.518757   59701 flags.go:33] FLAG: --storage-driver-user="root"
I0125 15:54:27.518759   59701 flags.go:33] FLAG: --tls-cert-file=""
I0125 15:54:27.518761   59701 flags.go:33] FLAG: --tls-cipher-suites="[]"
I0125 15:54:27.518764   59701 flags.go:33] FLAG: --tls-min-version=""
I0125 15:54:27.518766   59701 flags.go:33] FLAG: --tls-private-key-file=""
I0125 15:54:27.518768   59701 flags.go:33] FLAG: --tls-sni-cert-key="[]"
I0125 15:54:27.518771   59701 flags.go:33] FLAG: --use-legacy-policy-config="false"
I0125 15:54:27.518773   59701 flags.go:33] FLAG: --v="5"
I0125 15:54:27.518776   59701 flags.go:33] FLAG: --version="false"
I0125 15:54:27.518779   59701 flags.go:33] FLAG: --vmodule=""
I0125 15:54:27.518782   59701 flags.go:33] FLAG: --write-config-to=""
I0125 15:54:27.790690   59701 serving.go:318] Generated self-signed cert in-memory
W0125 15:54:28.164559   59701 authentication.go:249] No authentication-kubeconfig provided in order to lookup client-ca-file in configmap/extension-apiserver-authentication in kube-system, so client certificate authentication won't work.
W0125 15:54:28.164590   59701 authentication.go:252] No authentication-kubeconfig provided in order to lookup requestheader-client-ca-file in configmap/extension-apiserver-authentication in kube-system, so request-header client certificate authentication won't work.
W0125 15:54:28.164637   59701 authorization.go:146] No authorization-kubeconfig provided, so SubjectAccessReview of authorization tokens won't work.
I0125 15:54:28.169846   59701 server.go:141] Version: v1.14.0-alpha.1.1+f2c3d7e5bc544a
I0125 15:54:28.169893   59701 defaults.go:87] TaintNodesByCondition is enabled, PodToleratesNodeTaints predicate is mandatory
I0125 15:54:28.170249   59701 factory.go:751] Creating scheduler from algorithm provider 'DefaultProvider'
I0125 15:54:28.170260   59701 factory.go:832] Creating scheduler with fit predicates 'map[MaxEBSVolumeCount:{} GeneralPredicates:{} CheckNodeUnschedulable:{} MatchInterPodAffinity:{} NoDiskConflict:{} CheckVolumeBinding:{} NoVolumeZoneConflict:{} MaxAzureDiskVolumeCount:{} MaxCSIVolumeCountPred:{} PodToleratesNodeTaints:{} MaxGCEPDVolumeCount:{}]' and priority functions 'map[TaintTolerationPriority:{} ImageLocalityPriority:{} SelectorSpreadPriority:{} InterPodAffinityPriority:{} LeastRequestedPriority:{} BalancedResourceAllocation:{} NodePreferAvoidPodsPriority:{} NodeAffinityPriority:{}]'
I0125 15:54:28.170529   59701 healthz.go:112] No default health checks specified. Installing the ping handler.
I0125 15:54:28.170540   59701 healthz.go:116] Installing healthz checkers:"ping"
W0125 15:54:28.171027   59701 authorization.go:47] Authorization is disabled
W0125 15:54:28.171036   59701 authentication.go:55] Authentication is disabled
I0125 15:54:28.171045   59701 deprecated_insecure_serving.go:49] Serving healthz insecurely on [::]:10251
I0125 15:54:28.171058   59701 healthz.go:112] No default health checks specified. Installing the ping handler.
I0125 15:54:28.171062   59701 healthz.go:116] Installing healthz checkers:"ping"
I0125 15:54:28.171467   59701 secure_serving.go:116] Serving securely on [::]:10259
I0125 15:54:28.171815   59701 reflector.go:131] Starting reflector *v1.PersistentVolumeClaim (0s) from k8s.io/client-go/informers/factory.go:132
I0125 15:54:28.171831   59701 reflector.go:169] Listing and watching *v1.PersistentVolumeClaim from k8s.io/client-go/informers/factory.go:132
I0125 15:54:28.171867   59701 reflector.go:131] Starting reflector *v1.Node (0s) from k8s.io/client-go/informers/factory.go:132
I0125 15:54:28.171880   59701 reflector.go:169] Listing and watching *v1.Node from k8s.io/client-go/informers/factory.go:132
I0125 15:54:28.172151   59701 reflector.go:131] Starting reflector *v1.Service (0s) from k8s.io/client-go/informers/factory.go:132
I0125 15:54:28.172168   59701 reflector.go:169] Listing and watching *v1.Service from k8s.io/client-go/informers/factory.go:132
I0125 15:54:28.172466   59701 reflector.go:131] Starting reflector *v1.ReplicaSet (0s) from k8s.io/client-go/informers/factory.go:132
I0125 15:54:28.172480   59701 reflector.go:169] Listing and watching *v1.ReplicaSet from k8s.io/client-go/informers/factory.go:132
I0125 15:54:28.173081   59701 reflector.go:131] Starting reflector *v1.StatefulSet (0s) from k8s.io/client-go/informers/factory.go:132
I0125 15:54:28.173095   59701 reflector.go:169] Listing and watching *v1.StatefulSet from k8s.io/client-go/informers/factory.go:132
I0125 15:54:28.173221   59701 reflector.go:131] Starting reflector *v1.PersistentVolume (0s) from k8s.io/client-go/informers/factory.go:132
I0125 15:54:28.173234   59701 reflector.go:169] Listing and watching *v1.PersistentVolume from k8s.io/client-go/informers/factory.go:132
I0125 15:54:28.174447   59701 reflector.go:131] Starting reflector *v1.Pod (0s) from k8s.io/kubernetes/cmd/kube-scheduler/app/server.go:218
I0125 15:54:28.174462   59701 reflector.go:169] Listing and watching *v1.Pod from k8s.io/kubernetes/cmd/kube-scheduler/app/server.go:218
I0125 15:54:28.174576   59701 reflector.go:131] Starting reflector *v1.ReplicationController (0s) from k8s.io/client-go/informers/factory.go:132
I0125 15:54:28.174588   59701 reflector.go:169] Listing and watching *v1.ReplicationController from k8s.io/client-go/informers/factory.go:132
I0125 15:54:28.174850   59701 reflector.go:131] Starting reflector *v1beta1.PodDisruptionBudget (0s) from k8s.io/client-go/informers/factory.go:132
I0125 15:54:28.174863   59701 reflector.go:169] Listing and watching *v1beta1.PodDisruptionBudget from k8s.io/client-go/informers/factory.go:132
I0125 15:54:28.174950   59701 reflector.go:131] Starting reflector *v1.StorageClass (0s) from k8s.io/client-go/informers/factory.go:132
I0125 15:54:28.174963   59701 reflector.go:169] Listing and watching *v1.StorageClass from k8s.io/client-go/informers/factory.go:132
I0125 15:54:28.196724   59701 node_tree.go:93] Added node 127.0.0.1 in group  to NodeTree
I0125 15:54:28.272587   59701 shared_informer.go:123] caches populated
I0125 15:54:28.373208   59701 shared_informer.go:123] caches populated
I0125 15:54:28.473489   59701 shared_informer.go:123] caches populated
I0125 15:54:28.577135   59701 shared_informer.go:123] caches populated
I0125 15:54:28.677402   59701 shared_informer.go:123] caches populated
I0125 15:54:28.777846   59701 shared_informer.go:123] caches populated
I0125 15:54:28.878136   59701 shared_informer.go:123] caches populated
I0125 15:54:28.978654   59701 shared_informer.go:123] caches populated
I0125 15:54:29.079062   59701 shared_informer.go:123] caches populated
I0125 15:54:29.079108   59701 controller_utils.go:1021] Waiting for caches to sync for scheduler controller
I0125 15:54:29.180619   59701 shared_informer.go:123] caches populated
I0125 15:54:29.180675   59701 controller_utils.go:1028] Caches are synced for scheduler controller
I0125 15:54:29.281185   59701 shared_informer.go:123] caches populated
I0125 15:54:34.044968   59701 scheduling_queue.go:821] About to try and schedule pod kube-system/kube-dns-8f7866879-mjnq7
I0125 15:54:34.044981   59701 scheduler.go:451] Attempting to schedule pod: kube-system/kube-dns-8f7866879-mjnq7
I0125 15:54:34.045055   59701 generic_scheduler.go:623] since alwaysCheckAllPredicates has not been set, the predicate evaluation is short circuited and there are chances of other predicates failing as well.
I0125 15:54:34.045088   59701 factory.go:1076] Unable to schedule kube-system/kube-dns-8f7866879-mjnq7: no fit: 0/1 nodes are available: 1 node(s) had taints that the pod didn't tolerate.; waiting
I0125 15:54:34.045119   59701 factory.go:1170] Updating pod condition for kube-system/kube-dns-8f7866879-mjnq7 to (PodScheduled==False, Reason=Unschedulable)
I0125 15:54:34.053861   59701 generic_scheduler.go:305] Preemption will not help schedule pod kube-system/kube-dns-8f7866879-mjnq7 on any node.
I0125 15:54:34.054043   59701 scheduling_queue.go:821] About to try and schedule pod kube-system/kube-dns-8f7866879-mjnq7
I0125 15:54:34.054053   59701 scheduler.go:451] Attempting to schedule pod: kube-system/kube-dns-8f7866879-mjnq7
I0125 15:54:34.054175   59701 generic_scheduler.go:623] since alwaysCheckAllPredicates has not been set, the predicate evaluation is short circuited and there are chances of other predicates failing as well.
I0125 15:54:34.054228   59701 factory.go:1076] Unable to schedule kube-system/kube-dns-8f7866879-mjnq7: no fit: 0/1 nodes are available: 1 node(s) had taints that the pod didn't tolerate.; waiting
I0125 15:54:34.054251   59701 factory.go:1170] Updating pod condition for kube-system/kube-dns-8f7866879-mjnq7 to (PodScheduled==False, Reason=Unschedulable)
I0125 15:54:34.060546   59701 generic_scheduler.go:305] Preemption will not help schedule pod kube-system/kube-dns-8f7866879-mjnq7 on any node.
I0125 15:54:38.059055   59701 scheduling_queue.go:821] About to try and schedule pod kube-system/kube-dns-8f7866879-mjnq7
I0125 15:54:38.059072   59701 scheduler.go:451] Attempting to schedule pod: kube-system/kube-dns-8f7866879-mjnq7
I0125 15:54:38.059183   59701 generic_scheduler.go:623] since alwaysCheckAllPredicates has not been set, the predicate evaluation is short circuited and there are chances of other predicates failing as well.
I0125 15:54:38.059293   59701 factory.go:1076] Unable to schedule kube-system/kube-dns-8f7866879-mjnq7: no fit: 0/1 nodes are available: 1 node(s) had taints that the pod didn't tolerate.; waiting
I0125 15:54:38.059379   59701 factory.go:1170] Updating pod condition for kube-system/kube-dns-8f7866879-mjnq7 to (PodScheduled==False, Reason=Unschedulable)
I0125 15:54:38.061926   59701 backoff_utils.go:79] Backing off 2s
I0125 15:54:38.063610   59701 generic_scheduler.go:305] Preemption will not help schedule pod kube-system/kube-dns-8f7866879-mjnq7 on any node.
I0125 15:54:40.114505   59701 scheduling_queue.go:821] About to try and schedule pod default/bb-65fd577957-vlvq5
I0125 15:54:40.114515   59701 scheduler.go:451] Attempting to schedule pod: default/bb-65fd577957-vlvq5
I0125 15:54:40.114563   59701 predicates.go:431] PVC default/pvc-vault-ro is not bound, assuming PVC matches predicate when counting limits
I0125 15:54:40.114608   59701 predicates.go:431] PVC default/pvc-vault-ro is not bound, assuming PVC matches predicate when counting limits
I0125 15:54:40.114614   59701 predicates.go:431] PVC default/pvc-vault-ro is not bound, assuming PVC matches predicate when counting limits
I0125 15:54:40.114619   59701 scheduler_binder.go:173] FindPodVolumes for pod "default/bb-65fd577957-vlvq5", node "127.0.0.1"
I0125 15:54:40.114625   59701 scheduler_binder.go:576] PVC "default/pvc-vault-ro" is not bound
E0125 15:54:40.114662   59701 factory.go:1089] Error scheduling default/bb-65fd577957-vlvq5: pod has unbound immediate PersistentVolumeClaims; retrying
I0125 15:54:40.114677   59701 factory.go:1170] Updating pod condition for default/bb-65fd577957-vlvq5 to (PodScheduled==False, Reason=Unschedulable)
E0125 15:54:40.116545   59701 scheduler.go:478] error selecting node for pod: pod has unbound immediate PersistentVolumeClaims
I0125 15:54:40.117021   59701 scheduling_queue.go:821] About to try and schedule pod default/bb-65fd577957-vlvq5
I0125 15:54:40.117030   59701 scheduler.go:451] Attempting to schedule pod: default/bb-65fd577957-vlvq5
I0125 15:54:40.117075   59701 predicates.go:431] PVC default/pvc-vault-ro is not bound, assuming PVC matches predicate when counting limits
I0125 15:54:40.117121   59701 predicates.go:431] PVC default/pvc-vault-ro is not bound, assuming PVC matches predicate when counting limits
I0125 15:54:40.117127   59701 predicates.go:431] PVC default/pvc-vault-ro is not bound, assuming PVC matches predicate when counting limits
I0125 15:54:40.117132   59701 scheduler_binder.go:173] FindPodVolumes for pod "default/bb-65fd577957-vlvq5", node "127.0.0.1"
I0125 15:54:40.117139   59701 scheduler_binder.go:576] PVC "default/pvc-vault-ro" is not bound
E0125 15:54:40.117173   59701 factory.go:1089] Error scheduling default/bb-65fd577957-vlvq5: pod has unbound immediate PersistentVolumeClaims; retrying
I0125 15:54:40.117189   59701 factory.go:1170] Updating pod condition for default/bb-65fd577957-vlvq5 to (PodScheduled==False, Reason=Unschedulable)
E0125 15:54:40.120061   59701 scheduler.go:478] error selecting node for pod: pod has unbound immediate PersistentVolumeClaims
I0125 15:54:40.120077   59701 scheduling_queue.go:821] About to try and schedule pod default/bb-65fd577957-29tb5
I0125 15:54:40.120081   59701 scheduler.go:451] Attempting to schedule pod: default/bb-65fd577957-29tb5
I0125 15:54:40.120122   59701 predicates.go:431] PVC default/pvc-vault-ro is not bound, assuming PVC matches predicate when counting limits
I0125 15:54:40.120161   59701 predicates.go:431] PVC default/pvc-vault-ro is not bound, assuming PVC matches predicate when counting limits
I0125 15:54:40.120167   59701 predicates.go:431] PVC default/pvc-vault-ro is not bound, assuming PVC matches predicate when counting limits
I0125 15:54:40.120173   59701 scheduler_binder.go:173] FindPodVolumes for pod "default/bb-65fd577957-29tb5", node "127.0.0.1"
I0125 15:54:40.120178   59701 scheduler_binder.go:576] PVC "default/pvc-vault-ro" is not bound
E0125 15:54:40.120202   59701 factory.go:1089] Error scheduling default/bb-65fd577957-29tb5: pod has unbound immediate PersistentVolumeClaims; retrying
I0125 15:54:40.120218   59701 factory.go:1170] Updating pod condition for default/bb-65fd577957-29tb5 to (PodScheduled==False, Reason=Unschedulable)
E0125 15:54:40.123417   59701 scheduler.go:478] error selecting node for pod: pod has unbound immediate PersistentVolumeClaims
I0125 15:54:40.123436   59701 scheduling_queue.go:821] About to try and schedule pod default/bb-65fd577957-q9p8j
I0125 15:54:40.123440   59701 scheduler.go:451] Attempting to schedule pod: default/bb-65fd577957-q9p8j
I0125 15:54:40.123488   59701 predicates.go:431] PVC default/pvc-vault-ro is not bound, assuming PVC matches predicate when counting limits
I0125 15:54:40.123528   59701 predicates.go:431] PVC default/pvc-vault-ro is not bound, assuming PVC matches predicate when counting limits
I0125 15:54:40.123534   59701 predicates.go:431] PVC default/pvc-vault-ro is not bound, assuming PVC matches predicate when counting limits
I0125 15:54:40.123539   59701 scheduler_binder.go:173] FindPodVolumes for pod "default/bb-65fd577957-q9p8j", node "127.0.0.1"
I0125 15:54:40.123545   59701 scheduler_binder.go:576] PVC "default/pvc-vault-ro" is not bound
E0125 15:54:40.123571   59701 factory.go:1089] Error scheduling default/bb-65fd577957-q9p8j: pod has unbound immediate PersistentVolumeClaims; retrying
I0125 15:54:40.123585   59701 factory.go:1170] Updating pod condition for default/bb-65fd577957-q9p8j to (PodScheduled==False, Reason=Unschedulable)
E0125 15:54:40.125779   59701 scheduler.go:478] error selecting node for pod: pod has unbound immediate PersistentVolumeClaims
I0125 15:54:40.125917   59701 scheduling_queue.go:821] About to try and schedule pod default/bb-65fd577957-t9wcq
I0125 15:54:40.125925   59701 scheduler.go:451] Attempting to schedule pod: default/bb-65fd577957-t9wcq
I0125 15:54:40.125969   59701 predicates.go:431] PVC default/pvc-vault-ro is not bound, assuming PVC matches predicate when counting limits
I0125 15:54:40.126014   59701 predicates.go:431] PVC default/pvc-vault-ro is not bound, assuming PVC matches predicate when counting limits
I0125 15:54:40.126020   59701 predicates.go:431] PVC default/pvc-vault-ro is not bound, assuming PVC matches predicate when counting limits
I0125 15:54:40.126026   59701 scheduler_binder.go:173] FindPodVolumes for pod "default/bb-65fd577957-t9wcq", node "127.0.0.1"
I0125 15:54:40.126032   59701 scheduler_binder.go:576] PVC "default/pvc-vault-ro" is not bound
E0125 15:54:40.126065   59701 factory.go:1089] Error scheduling default/bb-65fd577957-t9wcq: pod has unbound immediate PersistentVolumeClaims; retrying
I0125 15:54:40.126078   59701 factory.go:1170] Updating pod condition for default/bb-65fd577957-t9wcq to (PodScheduled==False, Reason=Unschedulable)
E0125 15:54:40.128084   59701 scheduler.go:478] error selecting node for pod: pod has unbound immediate PersistentVolumeClaims
I0125 15:54:40.128451   59701 scheduling_queue.go:821] About to try and schedule pod default/bb-65fd577957-c2cnl
I0125 15:54:40.128460   59701 scheduler.go:451] Attempting to schedule pod: default/bb-65fd577957-c2cnl
I0125 15:54:40.128506   59701 predicates.go:431] PVC default/pvc-vault-ro is not bound, assuming PVC matches predicate when counting limits
I0125 15:54:40.128547   59701 predicates.go:431] PVC default/pvc-vault-ro is not bound, assuming PVC matches predicate when counting limits
I0125 15:54:40.128553   59701 predicates.go:431] PVC default/pvc-vault-ro is not bound, assuming PVC matches predicate when counting limits
I0125 15:54:40.128558   59701 scheduler_binder.go:173] FindPodVolumes for pod "default/bb-65fd577957-c2cnl", node "127.0.0.1"
I0125 15:54:40.128564   59701 scheduler_binder.go:576] PVC "default/pvc-vault-ro" is not bound
E0125 15:54:40.128599   59701 factory.go:1089] Error scheduling default/bb-65fd577957-c2cnl: pod has unbound immediate PersistentVolumeClaims; retrying
I0125 15:54:40.128625   59701 factory.go:1170] Updating pod condition for default/bb-65fd577957-c2cnl to (PodScheduled==False, Reason=Unschedulable)
E0125 15:54:40.134084   59701 scheduler.go:478] error selecting node for pod: pod has unbound immediate PersistentVolumeClaims
I0125 15:54:40.134107   59701 scheduling_queue.go:821] About to try and schedule pod default/bb-65fd577957-knpvn
I0125 15:54:40.134111   59701 scheduler.go:451] Attempting to schedule pod: default/bb-65fd577957-knpvn
I0125 15:54:40.134178   59701 predicates.go:431] PVC default/pvc-vault-ro is not bound, assuming PVC matches predicate when counting limits
I0125 15:54:40.134222   59701 predicates.go:431] PVC default/pvc-vault-ro is not bound, assuming PVC matches predicate when counting limits
I0125 15:54:40.134228   59701 predicates.go:431] PVC default/pvc-vault-ro is not bound, assuming PVC matches predicate when counting limits
I0125 15:54:40.134233   59701 scheduler_binder.go:173] FindPodVolumes for pod "default/bb-65fd577957-knpvn", node "127.0.0.1"
I0125 15:54:40.134239   59701 scheduler_binder.go:576] PVC "default/pvc-vault-ro" is not bound
E0125 15:54:40.134287   59701 factory.go:1089] Error scheduling default/bb-65fd577957-knpvn: pod has unbound immediate PersistentVolumeClaims; retrying
I0125 15:54:40.134304   59701 factory.go:1170] Updating pod condition for default/bb-65fd577957-knpvn to (PodScheduled==False, Reason=Unschedulable)
E0125 15:54:40.139261   59701 scheduler.go:478] error selecting node for pod: pod has unbound immediate PersistentVolumeClaims
I0125 15:54:40.139283   59701 scheduling_queue.go:821] About to try and schedule pod default/bb-65fd577957-gtvtl
I0125 15:54:40.139287   59701 scheduler.go:451] Attempting to schedule pod: default/bb-65fd577957-gtvtl
I0125 15:54:40.139356   59701 predicates.go:431] PVC default/pvc-vault-ro is not bound, assuming PVC matches predicate when counting limits
I0125 15:54:40.139471   59701 predicates.go:431] PVC default/pvc-vault-ro is not bound, assuming PVC matches predicate when counting limits
I0125 15:54:40.139480   59701 predicates.go:431] PVC default/pvc-vault-ro is not bound, assuming PVC matches predicate when counting limits
I0125 15:54:40.139485   59701 scheduler_binder.go:173] FindPodVolumes for pod "default/bb-65fd577957-gtvtl", node "127.0.0.1"
